"문제번호","과목코드","과목명","대단원번호","대단원명","중단원번호","중단원명","섹션번호","섹션명","키워드","유형","난이도","배점","문제내용","보기1","보기2","보기3","보기4","정답","해설"
"60","PHY","물리학","2","전기와 자기","1","전기","2","저항의 연결과 소비 전력","","theory","ba","","저항의 직렬연결과 병렬연결을 비교한 설명으로 옳지 않은 것은?","직렬은 모든 지점의 전류가 같고, 병렬은 각 저항에 걸리는 전압이 같다.","직렬은 합성저항이 각 저항의 합, 병렬은 합성저항이 각 저항보다 작아진다.","직렬은 저항값이 큰 쪽에서 소비 전력이 크고, 병렬은 저항값이 작은 쪽에서 소비 전력이 크다.","전원 전압이 일정할 때, 저항을 추가로 연결하면 직렬·병렬 모두 전체 소비 전력이 커진다.","4","전원 전압이 일정할 때 P = V²/R_합성. 저항을 추가로 직렬연결하면 R_합성이 커져 전체 소비 전력은 작아지고, 병렬연결하면 R_합성이 작아져 전체 소비 전력은 커집니다. 즉 직렬과 병렬은 반대입니다."
"61","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기에 대한 정의로 가장 옳은 것은?","저항을 거쳐 전기 에너지를 모두 열로 바꾸는 장치","두 전선 사이에 전류를 끊는 안전장치","전류의 방향을 한쪽으로만 흐르게 하는 장치","같은 종류의 전하를 모아 전기적 위치 에너지의 형태로 전기 에너지를 저장하는 장치","4","축전기는 같은 종류의 전하를 모아 전기적 위치 에너지의 형태로 전기 에너지를 저장하는 장치입니다."
"62","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","평행판 축전기의 구조에 대한 설명으로 옳은 것은?","두 개의 평평한 금속판을 서로 평행하게 마주 보도록 놓은 구조이다.","하나의 평평한 금속판으로 이루어져 있다.","두 금속판이 서로 직각으로 놓여 있다.","금속판 한 개와 절연체로만 이루어진다.","1","평행판 축전기는 두 개의 평평한 금속판을 서로 평행하게 마주 보도록 만든 구조입니다."
"63","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","평행판 축전기의 한 금속판만 있을 때 많은 전하를 모으기 어려운 까닭으로 옳은 것은?","전하 사이의 인력 때문에 전하가 모두 도망간다.","같은 종류의 전하들이 모여 있어 척력이 작용해 많은 전하가 모이지 못한다.","금속판 위에서는 원래 전하가 발생하지 않는다.","한 금속판으로는 전류가 흐르지 않기 때문이다.","2","한 금속판에는 같은 종류의 전하만 모이게 되는데, 같은 종류 전하 사이에는 척력이 작용하여 많은 전하가 모이지 못합니다. 그래서 두 금속판을 마주 보게 놓아 인력으로 더 많은 전하를 모읍니다."
"64","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","평행판 축전기에서 두 금속판을 마주 보게 놓으면 더 많은 전하를 모을 수 있는 이유로 옳은 것은?","두 판 사이에 자기력이 작용하기 때문","두 판 사이에 절연체가 없기 때문","두 판이 같은 전하로 대전되기 때문","두 판에 있는 서로 다른 전하 사이에 인력이 작용하기 때문","4","두 금속판을 마주 보게 놓으면 한쪽은 양(+)전하, 반대쪽은 음(-)전하로 대전되어 두 판의 전하 사이에 인력이 작용하기 때문에 같은 종류의 전하 사이의 척력을 이기고 더 많은 전하를 모을 수 있습니다."
"65","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","평행판 축전기가 더 많은 전기 에너지를 저장하기 위한 설계 조건으로 옳은 것은?","두 금속판 사이의 거리는 멀게, 면적은 작게 만든다.","두 금속판 사이의 거리와 면적 모두 작게 만든다.","두 금속판 사이의 거리는 가깝게, 면적은 크게 만든다.","두 금속판 사이의 거리와 면적 모두 크게 만든다.","3","평행판 축전기는 두 판 사이가 가까울수록 인접한 금속판의 다른 전하들이 끌어당기는 전기력이 커지고, 면적이 클수록 같은 종류의 전하들이 밀어내는 전기력이 작아져 더 많은 전하를 모을 수 있습니다."
"66","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","원통형 축전기의 특징으로 옳은 것은?","두 금속판이 평평하게 마주 본다.","두 금속판이 동그랗게 말린 구조로 되어 있어 부피가 작아도 금속판의 면적을 크게 할 수 있다.","원통형은 부피가 항상 평행판보다 크다.","원통형은 절연체 없이 금속판만으로 이루어진다.","2","원통형 축전기는 두 금속판이 동그랗게 말린 구조로 되어 있어 작은 부피로도 금속판의 면적을 크게 만들 수 있어 많은 전하를 저장할 수 있습니다."
"67","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기의 충전(充電)을 옳게 설명한 것은?","축전기를 전원 장치에 연결하여 두 금속판에 전하를 모으는 과정","축전기에 모인 전하가 모두 빠져나가는 과정","축전기 내부에서 화학 반응이 일어나는 과정","축전기에 흐르는 전류를 일정하게 유지하는 과정","1","축전기를 전원 장치에 연결하여 두 금속판에 양(+)전하와 음(-)전하를 모으는 과정을 충전이라고 합니다."
"68","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","평행판 축전기를 전지에 연결하여 충전하는 과정에서 두 금속판의 전위차가 어떻게 변하는가?","계속해서 무한히 증가한다.","처음에는 증가하다가 0으로 돌아간다.","전혀 변하지 않는다.","전지의 전위차와 같아질 때까지 증가한다.","4","두 금속판 사이의 전위차가 전원 장치(전지)의 전위차와 같아질 때까지 한쪽 금속판에는 양(+)전하, 반대쪽 금속판에는 음(-)전하가 모입니다."
"69","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기의 방전(放電)을 옳게 설명한 것은?","축전기에 더 많은 전하를 모으는 과정","축전기 내부의 절연체가 두꺼워지는 과정","축전기에 전류가 흐르지 않도록 분리하는 과정","충전된 축전기를 전구 등에 연결하여 전위차가 0이 될 때까지 전하가 빠져나가는 과정","4","충전된 축전기는 전위차를 가지므로 전구 등에 연결하면 전위차가 0이 될 때까지 전하가 빠져나가는데, 이 과정을 방전이라고 합니다."
"70","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","충전된 축전기를 전구에 연결했을 때 일어나는 현상으로 옳은 것은?","방전이 일어나며 전구에 불이 켜졌다가, 전위차가 0이 되면 꺼진다.","전구에 불이 켜지지 않는다.","전구에 영원히 불이 켜진다.","축전기의 전압이 계속 증가한다.","1","충전된 축전기와 전구를 연결하면 축전기의 전하가 전구를 거쳐 빠져나가는 방전이 일어나 전구에 불이 켜집니다. 전위차가 0이 되면 전류가 흐르지 않아 불이 꺼집니다."
"71","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기, 9 V 전지, 발광 다이오드(LED), 스위치를 연결한 회로에서 스위치를 닫아 충전한 후, 전지를 빼고 LED를 축전기에 연결했을 때 일어나는 현상으로 옳은 것은?","LED는 전혀 불이 들어오지 않는다.","LED가 영원히 켜진 채로 유지된다.","축전기에서 방전이 일어나 LED에 짧은 시간 동안 불이 켜졌다가 꺼진다.","축전기가 다시 충전되어 전압이 9 V를 넘는다.","3","충전된 축전기를 LED에 연결하면 축전기에 모인 전하가 LED를 통해 빠져나가는 방전이 일어나 LED에 잠시 불이 켜졌다가, 전하가 다 빠지면 꺼집니다."
"72","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","충전 중인 축전기에 흐르는 전류의 변화로 옳은 것은?","일정한 값으로 계속 유지된다.","처음에는 0이고 시간이 지나면 점점 커진다.","처음에는 흐르지만 두 판의 전위차가 전원의 전위차와 같아지면 0이 된다.","방향이 계속 바뀐다.","3","충전 과정에서 두 금속판 사이의 전위차가 전원의 전위차와 같아지면 더 이상 전하가 이동하지 않으므로 전류가 0이 됩니다."
"73","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","방전 중인 축전기에 대한 설명으로 옳은 것은?","전위차가 0이 될 때까지 전하가 빠져나간다.","전위차가 점점 커진다.","전류가 흐르지 않는다.","전류가 처음부터 끝까지 일정하다.","1","방전 과정에서는 충전된 축전기의 전위차가 0이 될 때까지 전하가 회로를 통해 빠져나갑니다."
"74","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기가 활용되는 기기 중 충전과 방전의 기능을 모두 이용하는 것으로 옳지 않은 것은?","자동 심장 충격기(AED)","카메라 플래시","어댑터","단순 저항기","4","자동 심장 충격기, 카메라 플래시, 어댑터 등은 모두 축전기의 충·방전 기능을 이용합니다. 단순 저항기는 전기 에너지를 열로 소모하는 부품으로 축전기와는 다릅니다."
"75","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","자동 심장 충격기(AED)에 축전기가 활용되는 까닭으로 가장 옳은 것은?","전기 신호의 잡음을 제거하기 위해","심장에 많은 양의 전기 에너지를 짧은 시간에 공급해야 하기 때문","심장에 일정한 전류를 천천히 지속적으로 흘려야 하기 때문","환자의 체온을 유지하기 위해","2","자동 심장 충격기는 심장에 많은 양의 전기 에너지를 매우 짧은 시간에 공급해야 하므로, 작은 공간에 많은 에너지를 저장하고 방전 시 빠르게 방출할 수 있는 충전 용량이 큰 축전기가 활용됩니다."
"76","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","카메라 플래시에 축전기가 사용되는 원리로 가장 옳은 것은?","축전기의 저항이 빛을 만든다.","축전기에 미리 전기 에너지를 저장해 두었다가 짧은 시간에 방전시켜 큰 빛을 낸다.","축전기가 직접 빛을 발생시키는 부품이다.","축전기는 카메라의 초점을 조절한다.","2","플래시는 미리 축전기에 전기 에너지를 저장해 두었다가, 셔터를 누르는 순간 짧은 시간에 방전시켜 강한 빛을 만들어 냅니다."
"77","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기가 다음과 같이 활용되는 공통적인 까닭으로 옳은 것은? 예: 자동 심장 충격기, 카메라 플래시","전류를 한쪽 방향으로만 흐르게 한다.","작은 공간에 많은 전기 에너지를 저장하고 방전 시 에너지를 빠르게 방출할 수 있다.","전류의 세기를 항상 일정하게 유지한다.","전압을 단계적으로 낮춘다.","2","축전기는 작은 공간에 많은 전기 에너지를 저장할 수 있고, 방전 시 빠르게 에너지를 방출할 수 있는 특성을 갖기 때문에 짧은 시간에 큰 에너지가 필요한 기기에 사용됩니다."
"78","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","축전기에 물리적 변화가 생겼을 때 충전된 전하가 변하는 원리를 이용한 기기에 해당하지 않는 것은?","전기 용량식 터치스크린","전기 용량식 습도 센서","전기 용량식 가속도 센서","백열 전구","4","전기 용량식 터치스크린, 습도 센서, 가속도 센서는 외부의 물리적 변화(접촉, 습도, 가속도 등)에 따라 축전기의 전기 용량(전하량)이 바뀌는 원리를 이용합니다. 백열 전구는 필라멘트의 저항으로 빛을 내는 기기로 축전기 원리와 무관합니다."
"79","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","전기 용량식 터치스크린의 구조에 대한 설명으로 옳은 것은?","하나의 두꺼운 금속판만으로 이루어진다.","두 개의 얇은 투명 전극 위에 전도성을 높인 유리가 코팅된 구조이다.","절연체만으로 이루어져 있다.","한 개의 자석과 한 개의 전선만으로 이루어진다.","2","전기 용량식 터치스크린은 두 개의 얇은 투명 전극 위에 전도성을 높인 유리가 코팅된 구조로, 두 투명 전극이 평행판 축전기의 역할을 합니다."
"80","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","전기 용량식 터치스크린에서 손가락이 접촉했을 때 위치를 인식하는 원리로 옳은 것은?","접촉 지점의 전자가 손가락을 타고 빠져나가 전하량 변화를 감지하여 위치를 알아낸다.","손가락의 온도 변화를 감지한다.","손가락에서 발생하는 빛을 카메라가 인식한다.","손가락의 무게를 압력 센서로 측정한다.","1","손가락처럼 전도성을 가진 물체가 스크린에 접촉하면 그 지점의 전자가 손가락을 타고 빠져나가는데, 센서가 이때의 전하량 변화를 감지하여 접촉 위치를 알아냅니다."
"81","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","센서의 일반적인 역할로 가장 옳은 것은?","전기 에너지를 빛으로만 변환한다.","기기의 온도를 항상 일정하게 유지시킨다.","스마트 기기 외부의 환경 변화를 감지하고 전기 신호로 변환하여 컴퓨터에 정보를 전달한다.","전류의 방향을 바꾸는 역할만 한다.","3","센서는 스마트 기기 외부의 환경 변화(접촉, 습도, 가속도 등)를 감지하고, 이를 전기적 신호로 변환하여 컴퓨터(기기)에 해당 정보를 전달해 주는 역할을 합니다."
"82","PHY","물리학","2","전기와 자기","1","전기","3","축전기와 센서","","theory","ba","","전기 용량식 습도 센서가 작동하는 원리로 가장 옳은 것은?","습도가 변하면 자석의 세기가 바뀌어 신호가 발생한다.","습도가 변하면 저항선이 끊어진다.","습도가 변하면 축전기의 전기 용량(저장되는 전하량)이 변하는 원리를 이용해 신호로 변환한다.","습도가 변하면 전구의 밝기가 강해진다.","3","전기 용량식 습도 센서는 습도(공기 중 수분량)가 변할 때 축전기의 전기 용량이 달라지는 원리를 이용하여, 그 변화를 전기 신호로 변환해 습도를 측정합니다."
